ID,Label,URL,"Search Volume",Followers,Taxonomy,"Related Interests"
915901834900,"balcony ideas",https://www.pinterest.com/ideas/balcony-ideas/915901834900,622109,36,"home decor (https://app.pinclicks.com/keyword/home-decor/935249274030)
exterior (https://app.pinclicks.com/keyword/exterior/929735873274)
balcony (https://app.pinclicks.com/keyword/balcony/918617760466)","mini balcony ideas apartment (https://app.pinclicks.com/keyword/mini-balcony-ideas-apartment/943411720013)
modern balcony ideas (https://app.pinclicks.com/keyword/modern-balcony-ideas/916494716978)
cozy balcony aesthetic (https://app.pinclicks.com/keyword/cozy-balcony-aesthetic/931806197652)
flat balcony ideas (https://app.pinclicks.com/keyword/flat-balcony-ideas/930610201299)
balcony inspiration (https://app.pinclicks.com/keyword/balcony-inspiration/926927637692)
very small balcony decor (https://app.pinclicks.com/keyword/very-small-balcony-decor/934875156828)
balcony aesthetic (https://app.pinclicks.com/keyword/balcony-aesthetic/946271247964)
terrace decor (https://app.pinclicks.com/keyword/terrace-decor/927149446237)
small balcony design (https://app.pinclicks.com/keyword/small-balcony-design/948445727645)
balcony interior design (https://app.pinclicks.com/keyword/balcony-interior-design/948543454704)"
945976501634,"balcony design",https://www.pinterest.com/ideas/balcony-design/945976501634,377018,17,"design (https://app.pinclicks.com/keyword/design/902065567321)
interior design (https://app.pinclicks.com/keyword/interior-design/922773544354)
patio design (https://app.pinclicks.com/keyword/patio-design/902363917406)","modern balcony ideas (https://app.pinclicks.com/keyword/modern-balcony-ideas/916494716978)
mini balcony ideas apartment (https://app.pinclicks.com/keyword/mini-balcony-ideas-apartment/943411720013)
balcony aesthetic (https://app.pinclicks.com/keyword/balcony-aesthetic/946271247964)
balcony inspiration (https://app.pinclicks.com/keyword/balcony-inspiration/926927637692)
balcony wall design (https://app.pinclicks.com/keyword/balcony-wall-design/918264750499)
rooftop terrace design (https://app.pinclicks.com/keyword/rooftop-terrace-design/930944393906)
balcony interior design (https://app.pinclicks.com/keyword/balcony-interior-design/948543454704)
terrace decor (https://app.pinclicks.com/keyword/terrace-decor/927149446237)
very small balcony decor (https://app.pinclicks.com/keyword/very-small-balcony-decor/934875156828)
mini balcony ideas (https://app.pinclicks.com/keyword/mini-balcony-ideas/945344106488)"
918617760466,balcony,https://www.pinterest.com/ideas/balcony/918617760466,363324,42985,"home decor (https://app.pinclicks.com/keyword/home-decor/935249274030)
exterior (https://app.pinclicks.com/keyword/exterior/929735873274)","mini balcony ideas apartment (https://app.pinclicks.com/keyword/mini-balcony-ideas-apartment/943411720013)
modern balcony ideas (https://app.pinclicks.com/keyword/modern-balcony-ideas/916494716978)
balcony inspiration (https://app.pinclicks.com/keyword/balcony-inspiration/926927637692)
cozy balcony aesthetic (https://app.pinclicks.com/keyword/cozy-balcony-aesthetic/931806197652)
balcony aesthetic (https://app.pinclicks.com/keyword/balcony-aesthetic/946271247964)
small balcony design (https://app.pinclicks.com/keyword/small-balcony-design/948445727645)
closed balcony ideas (https://app.pinclicks.com/keyword/closed-balcony-ideas/904548343880)
mini balcony ideas (https://app.pinclicks.com/keyword/mini-balcony-ideas/945344106488)
terrace decor (https://app.pinclicks.com/keyword/terrace-decor/927149446237)
very small balcony decor (https://app.pinclicks.com/keyword/very-small-balcony-decor/934875156828)"
903742734490,"balcony ideas apartment",https://www.pinterest.com/ideas/balcony-ideas-apartment/903742734490,216125,0,"home decor (https://app.pinclicks.com/keyword/home-decor/935249274030)
outdoor decor (https://app.pinclicks.com/keyword/outdoor-decor/954922497085)","mini balcony ideas (https://app.pinclicks.com/keyword/mini-balcony-ideas/945344106488)
cozy balcony aesthetic (https://app.pinclicks.com/keyword/cozy-balcony-aesthetic/931806197652)
modern balcony ideas (https://app.pinclicks.com/keyword/modern-balcony-ideas/916494716978)
flat balcony ideas (https://app.pinclicks.com/keyword/flat-balcony-ideas/930610201299)
small balcony design apartments (https://app.pinclicks.com/keyword/small-balcony-design-apartments/918086073563)
very small balcony decor (https://app.pinclicks.com/keyword/very-small-balcony-decor/934875156828)
small balcony inspiration (https://app.pinclicks.com/keyword/small-balcony-inspiration/920631215063)
apartment balcony aesthetic (https://app.pinclicks.com/keyword/apartment-balcony-aesthetic/893590544714)
small balcony decorating ideas (https://app.pinclicks.com/keyword/small-balcony-decorating-ideas/899259875046)
balcony set up (https://app.pinclicks.com/keyword/balcony-set-up/951313287698)"
924177915351,"balcony decor",https://www.pinterest.com/ideas/balcony-decor/924177915351,168650,0,"home decor (https://app.pinclicks.com/keyword/home-decor/935249274030)
outdoor decor (https://app.pinclicks.com/keyword/outdoor-decor/954922497085)
outdoor decoration ideas (https://app.pinclicks.com/keyword/outdoor-decoration-ideas/961198106321)","mini balcony ideas apartment (https://app.pinclicks.com/keyword/mini-balcony-ideas-apartment/943411720013)
modern balcony ideas (https://app.pinclicks.com/keyword/modern-balcony-ideas/916494716978)
cozy balcony aesthetic (https://app.pinclicks.com/keyword/cozy-balcony-aesthetic/931806197652)
flat balcony ideas (https://app.pinclicks.com/keyword/flat-balcony-ideas/930610201299)
very small balcony decor (https://app.pinclicks.com/keyword/very-small-balcony-decor/934875156828)
balcony inspiration (https://app.pinclicks.com/keyword/balcony-inspiration/926927637692)
balcony aesthetic (https://app.pinclicks.com/keyword/balcony-aesthetic/946271247964)
terrace decor (https://app.pinclicks.com/keyword/terrace-decor/927149446237)
simple balcony ideas (https://app.pinclicks.com/keyword/simple-balcony-ideas/914361216770)
mini balcony ideas (https://app.pinclicks.com/keyword/mini-balcony-ideas/945344106488)"
948445727645,"small balcony design",https://www.pinterest.com/ideas/small-balcony-design/948445727645,168245,11,"design (https://app.pinclicks.com/keyword/design/902065567321)
interior design (https://app.pinclicks.com/keyword/interior-design/922773544354)
patio design (https://app.pinclicks.com/keyword/patio-design/902363917406)","modern balcony ideas (https://app.pinclicks.com/keyword/modern-balcony-ideas/916494716978)
mini balcony ideas apartment (https://app.pinclicks.com/keyword/mini-balcony-ideas-apartment/943411720013)
very small balcony decor (https://app.pinclicks.com/keyword/very-small-balcony-decor/934875156828)
flat balcony ideas (https://app.pinclicks.com/keyword/flat-balcony-ideas/930610201299)
balcony garden ideas (https://app.pinclicks.com/keyword/balcony-garden-ideas/906278583588)
balcony aesthetic (https://app.pinclicks.com/keyword/balcony-aesthetic/946271247964)
small balcony inspiration (https://app.pinclicks.com/keyword/small-balcony-inspiration/920631215063)
balcony interior design (https://app.pinclicks.com/keyword/balcony-interior-design/948543454704)
mini balcony ideas (https://app.pinclicks.com/keyword/mini-balcony-ideas/945344106488)
terrace decor (https://app.pinclicks.com/keyword/terrace-decor/927149446237)"
948676061598,"balcony garden",https://www.pinterest.com/ideas/balcony-garden/948676061598,138256,64925,"lawn and garden (https://app.pinclicks.com/keyword/lawn-and-garden/909983286710)
garden types (https://app.pinclicks.com/keyword/garden-types/926108676086)","tiny balcony garden (https://app.pinclicks.com/keyword/tiny-balcony-garden/918473955793)
balcony landscaping (https://app.pinclicks.com/keyword/balcony-landscaping/919297385883)
balcony garden design (https://app.pinclicks.com/keyword/balcony-garden-design/903484737240)
small garden design (https://app.pinclicks.com/keyword/small-garden-design/923342000734)
balcony garden ideas apartment (https://app.pinclicks.com/keyword/balcony-garden-ideas-apartment/942627588052)
terrace garden ideas (https://app.pinclicks.com/keyword/terrace-garden-ideas/938216787012)
hibiscus flower (https://app.pinclicks.com/keyword/hibiscus-flower/917599266687)
small balcony plants (https://app.pinclicks.com/keyword/small-balcony-plants/959215570074)
patio garden (https://app.pinclicks.com/keyword/patio-garden/912228598912)
balcony plants ideas (https://app.pinclicks.com/keyword/balcony-plants-ideas/922203472399)"
942099642018,"balcony railing design",https://www.pinterest.com/ideas/balcony-railing-design/942099642018,136656,0,"architecture (https://app.pinclicks.com/keyword/architecture/918105274631)","railing design outdoor (https://app.pinclicks.com/keyword/railing-design-outdoor/954342995307)
terrace railing design (https://app.pinclicks.com/keyword/terrace-railing-design/897770790401)
iron railing design (https://app.pinclicks.com/keyword/iron-railing-design/911892909104)
iron balcony railing modern (https://app.pinclicks.com/keyword/iron-balcony-railing-modern/935015782525)
modern railing design (https://app.pinclicks.com/keyword/modern-railing-design/921867110172)
front balcony design (https://app.pinclicks.com/keyword/front-balcony-design/943433640878)
balcony railing ideas (https://app.pinclicks.com/keyword/balcony-railing-ideas/950939074751)
balcony balustrade (https://app.pinclicks.com/keyword/balcony-balustrade/949508602565)
indoor balcony railing (https://app.pinclicks.com/keyword/indoor-balcony-railing/925083200745)
staircase railing design (https://app.pinclicks.com/keyword/staircase-railing-design/908178020038)"
940168062412,"small balcony decor",https://www.pinterest.com/ideas/small-balcony-decor/940168062412,109773,9,"home decor (https://app.pinclicks.com/keyword/home-decor/935249274030)
outdoor decor (https://app.pinclicks.com/keyword/outdoor-decor/954922497085)
outdoor decoration ideas (https://app.pinclicks.com/keyword/outdoor-decoration-ideas/961198106321)","mini balcony ideas apartment (https://app.pinclicks.com/keyword/mini-balcony-ideas-apartment/943411720013)
small balcony inspiration (https://app.pinclicks.com/keyword/small-balcony-inspiration/920631215063)
flat balcony ideas (https://app.pinclicks.com/keyword/flat-balcony-ideas/930610201299)
very small balcony ideas (https://app.pinclicks.com/keyword/very-small-balcony-ideas/912791333262)
modern balcony ideas (https://app.pinclicks.com/keyword/modern-balcony-ideas/916494716978)
small balcony ideas on a budget (https://app.pinclicks.com/keyword/small-balcony-ideas-on-a-budget/938062243881)
balcony aesthetic (https://app.pinclicks.com/keyword/balcony-aesthetic/946271247964)
cozy balcony aesthetic (https://app.pinclicks.com/keyword/cozy-balcony-aesthetic/931806197652)
small balcony design apartments (https://app.pinclicks.com/keyword/small-balcony-design-apartments/918086073563)
simple balcony ideas (https://app.pinclicks.com/keyword/simple-balcony-ideas/914361216770)"
961425466634,"balcony plants",https://www.pinterest.com/ideas/balcony-plants/961425466634,85414,5,"lawn and garden (https://app.pinclicks.com/keyword/lawn-and-garden/909983286710)
planting (https://app.pinclicks.com/keyword/planting/916000423671)
plants (https://app.pinclicks.com/keyword/plants/944760692332)","tiny balcony garden (https://app.pinclicks.com/keyword/tiny-balcony-garden/918473955793)
balcony flowers ideas (https://app.pinclicks.com/keyword/balcony-flowers-ideas/959303219800)
balcony landscaping (https://app.pinclicks.com/keyword/balcony-landscaping/919297385883)
balcony pots ideas (https://app.pinclicks.com/keyword/balcony-pots-ideas/923398982300)
balcony planter ideas (https://app.pinclicks.com/keyword/balcony-planter-ideas/958157918023)
balcony plants ideas (https://app.pinclicks.com/keyword/balcony-plants-ideas/922203472399)
outdoor balcony plants (https://app.pinclicks.com/keyword/outdoor-balcony-plants/928589551893)
balcony garden ideas apartment (https://app.pinclicks.com/keyword/balcony-garden-ideas-apartment/942627588052)
balcony garden design (https://app.pinclicks.com/keyword/balcony-garden-design/903484737240)
small garden design (https://app.pinclicks.com/keyword/small-garden-design/923342000734)"
